path,url,depth,direct_files,direct_bytes,direct_bytes_human,recursive_files,recursive_bytes,recursive_bytes_human,recursive_dirs,subdir_count,external_refs
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Cliff/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Cliff/Cfg/,6,9,4553,4.45 KiB,9,4553,4.45 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Cliff/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Cliff/Fonts/,6,1,24268,23.70 KiB,1,24268,23.70 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Cliff/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Cliff/Overlay/,6,43,116382,113.65 KiB,161,574892,561.42 KiB,3,2,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Cliff/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Cliff/Script/,6,1,885,885 B,1,885,885 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Cliff/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Cliff/Sounds/,6,8,557769,544.70 KiB,8,557769,544.70 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Cliff/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Cliff/Video/,6,3,2919949003,2.72 GiB,3,2919949003,2.72 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DL2e/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DL2e/Cfg/,6,15,4188,4.09 KiB,15,4188,4.09 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DL2e/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DL2e/Fonts/,6,1,26214,25.60 KiB,1,26214,25.60 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DL2e/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DL2e/Overlay/,6,41,139510,136.24 KiB,124,477056,465.88 KiB,3,2,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DL2e/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DL2e/Script/,6,1,6144,6.00 KiB,1,6144,6.00 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DL2e/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DL2e/Sounds/,6,9,2472854,2.36 MiB,9,2472854,2.36 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DL2e/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DL2e/Video/,6,3,3357251686,3.13 GiB,3,3357251686,3.13 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DLe/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DLe/Cfg/,6,9,5117,5.00 KiB,9,5117,5.00 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DLe/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DLe/Fonts/,6,1,26214,25.60 KiB,1,26214,25.60 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DLe/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DLe/Overlay/,6,42,142786,139.44 KiB,84,214848,209.81 KiB,2,1,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DLe/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DLe/Script/,6,1,10649,10.40 KiB,1,10649,10.40 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DLe/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DLe/Sounds/,6,9,2472854,2.36 MiB,9,2472854,2.36 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/DLe/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/DLe/Video/,6,3,2589623294,2.41 GiB,3,2589623294,2.41 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Danmachi/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Danmachi/Cfg/,6,16,7326,7.15 KiB,16,7326,7.15 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Danmachi/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Danmachi/Fonts/,6,2,132300,129.20 KiB,2,132300,129.20 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Danmachi/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Danmachi/Overlay/,6,75,589446,575.63 KiB,223,1234779,1.18 MiB,3,2,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Danmachi/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Danmachi/Script/,6,1,885,885 B,1,885,885 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Danmachi/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Danmachi/Sounds/,6,8,424035,414.10 KiB,8,424035,414.10 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Danmachi/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Danmachi/Video/,6,4,12957673061,12.07 GiB,4,12957673061,12.07 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Assets,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Assets/,6,8,41594058,39.67 MiB,8,41594058,39.67 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Cfg/,6,9,2822,2.76 KiB,9,2822,2.76 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Fonts/,6,1,28262,27.60 KiB,1,28262,27.60 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Framework,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Framework/,6,6,296241,289.30 KiB,7,312113,304.80 KiB,2,1,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Overlay/,6,76,276852,270.36 KiB,149,522269,510.03 KiB,2,1,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Script/,6,1,1126,1.10 KiB,1,1126,1.10 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Sounds/,6,9,3460296,3.30 MiB,9,3460296,3.30 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Structure,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Structure/,6,6,296651,289.70 KiB,7,312523,305.20 KiB,2,1,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Esh_Aurunmilla/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Esh_Aurunmilla/Video/,6,3,1041200742,992.97 MiB,3,1041200742,992.97 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/F13/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/F13/Cfg/,6,13,6448,6.30 KiB,13,6448,6.30 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/F13/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/F13/Fonts/,6,2,82534,80.60 KiB,2,82534,80.60 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/F13/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/F13/Overlay/,6,67,559926,546.80 KiB,202,1308569,1.25 MiB,3,2,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/F13/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/F13/Script/,6,1,7884,7.70 KiB,1,7884,7.70 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/F13/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/F13/Sounds/,6,10,18526306,17.67 MiB,10,18526306,17.67 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/F13/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/F13/Video/,6,3,6928855550,6.45 GiB,3,6928855550,6.45 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Fire_and_Ice/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Fire_and_Ice/Cfg/,6,16,7644,7.46 KiB,16,7644,7.46 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Fire_and_Ice/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Fire_and_Ice/Fonts/,6,1,53862,52.60 KiB,1,53862,52.60 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Fire_and_Ice/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Fire_and_Ice/Overlay/,6,68,274407,267.98 KiB,206,666762,651.13 KiB,3,2,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Fire_and_Ice/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Fire_and_Ice/Script/,6,1,885,885 B,1,885,885 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Fire_and_Ice/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Fire_and_Ice/Sounds/,6,8,975562,952.70 KiB,8,975562,952.70 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Fire_and_Ice/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Fire_and_Ice/Video/,6,3,5195695307,4.84 GiB,3,5195695307,4.84 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Framework/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Framework/Fonts/,6,1,15872,15.50 KiB,1,15872,15.50 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Freddy/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Freddy/Cfg/,6,9,4416,4.31 KiB,9,4416,4.31 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Freddy/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Freddy/Fonts/,6,1,41267,40.30 KiB,1,41267,40.30 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Freddy/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Freddy/Overlay/,6,72,636913,621.99 KiB,212,1472116,1.40 MiB,3,2,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Freddy/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Freddy/Script/,6,1,7884,7.70 KiB,1,7884,7.70 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Freddy/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Freddy/Sounds/,6,10,21744226,20.74 MiB,10,21744226,20.74 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Freddy/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Freddy/Video/,6,5,7248781992,6.75 GiB,5,7248781992,6.75 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Hayate/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Hayate/Cfg/,6,16,6757,6.60 KiB,16,6757,6.60 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Hayate/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Hayate/Fonts/,6,2,288460,281.70 KiB,2,288460,281.70 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Hayate/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Hayate/Overlay/,6,46,420438,410.58 KiB,92,726025,709.01 KiB,2,1,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Hayate/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Hayate/Script/,6,1,542,542 B,1,542,542 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Hayate/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Hayate/Sounds/,6,9,2472854,2.36 MiB,9,2472854,2.36 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Hayate/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Hayate/Video/,6,3,2596763851,2.42 GiB,3,2596763851,2.42 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/LBH_HD/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/LBH_HD/Cfg/,6,1,206,206 B,1,206,206 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/LBH_HD/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/LBH_HD/Fonts/,6,1,28057,27.40 KiB,1,28057,27.40 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/LBH_HD/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/LBH_HD/Overlay/,6,34,695394,679.10 KiB,34,695394,679.10 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/LBH_HD/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/LBH_HD/Script/,6,21,1645117,1.57 MiB,21,1645117,1.57 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/LBH_HD/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/LBH_HD/Sounds/,6,7,580606,567.00 KiB,7,580606,567.00 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/LBH_HD/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/LBH_HD/Video/,6,3,1964869529,1.83 GiB,3,1964869529,1.83 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog2_HD/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog2_HD/Cfg/,6,1,228,228 B,1,228,228 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog2_HD/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog2_HD/Fonts/,6,2,56934,55.60 KiB,2,56934,55.60 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog2_HD/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog2_HD/Overlay/,6,30,595043,581.10 KiB,30,595043,581.10 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog2_HD/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog2_HD/Script/,6,19,2097554,2.00 MiB,19,2097554,2.00 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog2_HD/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog2_HD/Sounds/,6,8,5062346,4.83 MiB,8,5062346,4.83 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog2_HD/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog2_HD/Video/,6,3,3574626303,3.33 GiB,3,3574626303,3.33 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog_HD/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog_HD/Cfg/,6,1,229,229 B,1,229,229 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog_HD/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog_HD/Fonts/,6,2,56934,55.60 KiB,2,56934,55.60 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog_HD/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog_HD/Overlay/,6,30,595043,581.10 KiB,30,595043,581.10 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog_HD/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog_HD/Script/,6,23,878483,857.89 KiB,23,878483,857.89 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog_HD/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog_HD/Sounds/,6,8,5987530,5.71 MiB,8,5987530,5.71 MiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Maddog_HD/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Maddog_HD/Video/,6,3,2599648459,2.42 GiB,3,2599648459,2.42 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Mononoke/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Mononoke/Cfg/,6,9,4539,4.43 KiB,9,4539,4.43 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Mononoke/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Mononoke/Fonts/,6,1,57344,56.00 KiB,1,57344,56.00 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Mononoke/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Mononoke/Overlay/,6,68,273076,266.68 KiB,204,567810,554.50 KiB,3,2,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Mononoke/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Mononoke/Script/,6,1,885,885 B,1,885,885 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Mononoke/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Mononoke/Sounds/,6,8,557769,544.70 KiB,8,557769,544.70 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Mononoke/Video,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Mononoke/Video/,6,3,6282339020,5.85 GiB,3,6282339020,5.85 GiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Puss_in_Boots/Cfg,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Puss_in_Boots/Cfg/,6,2,950,950 B,2,950,950 B,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Puss_in_Boots/Fonts,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Puss_in_Boots/Fonts/,6,1,48947,47.80 KiB,1,48947,47.80 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Puss_in_Boots/Overlay,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Puss_in_Boots/Overlay/,6,51,362450,353.96 KiB,51,362450,353.96 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Puss_in_Boots/Script,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Puss_in_Boots/Script/,6,9,271037,264.68 KiB,9,271037,264.68 KiB,1,0,0
Laserdisc Collection/Hypseus Singe HD [AI enhanced]/Singe2/singe/Puss_in_Boots/Sounds,https://myrient.erista.me/files/Laserdisc%20Collection/Hypseus%20Singe%20HD%20%5BAI%20enhanced%5D/Singe2/singe/Puss_in_Boots/Sounds/,6,7,1191524,1.14 MiB,7,1191524,1.14 MiB,1,0,0
